Age,City,Gender,Income,Education,Occupation/Job,Geophysical Location,Tech Level,Disability,Budget,Usage Frequency
44,Nagpur,Female,344608,Undergraduate degree,Unemployed,Urban,Low,Hearing impairment,51154,Monthly
66,Indore,Male,1370392,Secondary education,Artist,Sub-urban,Medium,Visual impairment (Blind),40603,Daily
42,Thane,Male,1529181,Primary education,Doctor,Sub-urban,Low,Speech impairment,82907,Weekly
26,Chennai,Female,1357580,Undergraduate degree,Businessperson,Urban,High,Visual impairment (Blind),81188,Monthly
59,Thane,Male,808985,Primary education,Doctor,Urban,Medium,Mobility impairment,21245,Weekly
72,Pimpri-Chinchwad,Non-binary,218287,Primary education,Farmer,Sub-urban,High,Mobility impairment,31307,Daily
80,Mumbai,Male,969212,Postgraduate degree,Artist,Urban,Medium,Visual impairment (Blind),17292,Daily
49,Hyderabad,Female,1498755,Undergraduate degree,Artist,Urban,High,Hearing impairment,83278,Weekly
63,Hyderabad,Female,286403,Primary education,Student,Urban,Low,Speech impairment,46433,Daily
39,Pune,Female,553799,Postgraduate degree,Businessperson,Urban,High,Cognitive impairment,21514,Daily
32,Mumbai,Male,1294195,Postgraduate degree,Technician,Sub-urban,Medium,Speech impairment,82368,Weekly
33,Chennai,Male,1834247,Secondary education,Farmer,Urban,High,Hearing impairment,79062,Monthly
58,Pune,Non-binary,174968,No formal education,Farmer,Urban,Medium,Cognitive impairment,76327,Weekly
73,Jaipur,Female,1732591,Secondary education,Farmer,Urban,Low,Mobility impairment,48443,Monthly
40,Bengaluru,Male,1781860,Primary education,Farmer,Sub-urban,Medium,Mobility impairment,49261,Monthly
66,Kanpur,Male,268927,Postgraduate degree,Businessperson,Urban,Medium,Cognitive impairment,85264,Monthly
50,Kanpur,Female,731241,Undergraduate degree,Engineer,Rural,Medium,Visual impairment (Blind),52257,Daily
27,Lucknow,Male,396483,Postgraduate degree,Teacher,Rural,Medium,Cognitive impairment,25480,Daily
28,Hyderabad,Male,1712935,Primary education,Businessperson,Sub-urban,High,Mobility impairment,98762,Monthly
72,Hyderabad,Male,864165,Postgraduate degree,Student,Rural,Low,Speech impairment,23016,Daily
38,Delhi,Female,800567,Secondary education,Businessperson,Rural,Low,Speech impairment,66645,Monthly
73,Bhopal,Male,967602,No formal education,Businessperson,Urban,High,Speech impairment,94020,Monthly
48,Patna,Male,1504549,Postgraduate degree,Engineer,Sub-urban,High,Visual impairment (Blind),31854,Monthly
57,Mumbai,Female,826653,Primary education,Doctor,Urban,High,Visual impairment (Blind),8211,Daily
71,Thane,Non-binary,444614,No formal education,Doctor,Sub-urban,High,Speech impairment,68897,Daily
43,Vadodara,Non-binary,820503,Primary education,Businessperson,Rural,Medium,Visual impairment (Blind),65572,Monthly
60,Kolkata,Male,1563235,Undergraduate degree,Businessperson,Sub-urban,High,Hearing impairment,78763,Weekly
48,Hyderabad,Female,1932034,No formal education,Farmer,Rural,Medium,Visual impairment (Blind),74827,Weekly
65,Bengaluru,Male,232947,Postgraduate degree,Technician,Sub-urban,Medium,Speech impairment,5443,Weekly
59,Pune,Male,1748180,Secondary education,Student,Urban,High,Hearing impairment,85728,Monthly
33,Pune,Non-binary,479193,Undergraduate degree,Engineer,Sub-urban,Low,Mobility impairment,83593,Monthly
22,Kolkata,Non-binary,279883,Postgraduate degree,Artist,Urban,Medium,Cognitive impairment,43969,Daily
70,Pune,Female,800993,No formal education,Doctor,Rural,Low,Hearing impairment,27035,Daily
60,Pune,Female,104752,Primary education,Businessperson,Rural,Medium,Mobility impairment,72591,Daily
58,Ahmedabad,Female,1024336,Postgraduate degree,Businessperson,Urban,High,Mobility impairment,78079,Monthly
47,Kanpur,Male,1394334,Postgraduate degree,Businessperson,Urban,High,Visual impairment (Blind),65285,Monthly
44,Hyderabad,Female,489873,No formal education,Doctor,Urban,Medium,Hearing impairment,27758,Weekly
30,Nagpur,Non-binary,1809274,Secondary education,Doctor,Rural,Medium,Hearing impairment,97374,Daily
71,Nagpur,Male,1194079,Primary education,Unemployed,Rural,Medium,Visual impairment (Blind),30824,Weekly
23,Jaipur,Non-binary,1705044,Primary education,Doctor,Urban,High,Hearing impairment,65982,Weekly
61,Pimpri-Chinchwad,Male,1885054,No formal education,Artist,Sub-urban,High,Hearing impairment,30716,Weekly
64,Delhi,Female,990037,No formal education,Farmer,Rural,Medium,Speech impairment,12448,Daily
70,Patna,Female,1797114,Secondary education,Unemployed,Sub-urban,Medium,Speech impairment,21546,Monthly
27,Vadodara,Male,1695448,Postgraduate degree,Teacher,Urban,High,Hearing impairment,71112,Monthly
58,Pune,Male,1406373,Undergraduate degree,Farmer,Rural,Medium,Mobility impairment,15750,Weekly
26,Thane,Non-binary,990309,Secondary education,Engineer,Rural,Medium,Visual impairment (Blind),76455,Weekly
62,Pimpri-Chinchwad,Non-binary,1847436,Postgraduate degree,Farmer,Sub-urban,Medium,Speech impairment,97216,Monthly
65,Thane,Non-binary,911361,Secondary education,Unemployed,Rural,High,Speech impairment,87773,Daily
35,Hyderabad,Non-binary,288384,Primary education,Artist,Rural,High,Cognitive impairment,83472,Monthly
49,Mumbai,Male,1781650,Postgraduate degree,Artist,Rural,High,Visual impairment (Blind),78613,Weekly
80,Thane,Male,901517,Postgraduate degree,Artist,Rural,Medium,Visual impairment (Blind),80478,Weekly
68,Thane,Male,1179639,Postgraduate degree,Unemployed,Urban,Medium,Mobility impairment,36273,Weekly
59,Kolkata,Female,1305733,Undergraduate degree,Engineer,Sub-urban,Low,Speech impairment,96190,Weekly
54,Surat,Male,1906095,Primary education,Technician,Urban,Medium,Mobility impairment,88104,Weekly
37,Chennai,Male,1683844,No formal education,Farmer,Urban,Low,Mobility impairment,49535,Monthly
50,Vadodara,Male,1789801,Secondary education,Student,Sub-urban,High,Mobility impairment,75848,Daily
36,Thane,Female,1797726,Primary education,Artist,Urban,High,Visual impairment (Blind),10261,Monthly
59,Mumbai,Female,1476512,Undergraduate degree,Unemployed,Rural,Medium,Hearing impairment,58826,Monthly
45,Patna,Female,243137,Undergraduate degree,Technician,Urban,High,Hearing impairment,66204,Daily
38,Nagpur,Non-binary,635849,Undergraduate degree,Businessperson,Rural,Medium,Mobility impairment,47539,Daily
45,Indore,Female,1966376,Secondary education,Unemployed,Rural,Low,Hearing impairment,92237,Monthly
60,Ahmedabad,Male,683109,Secondary education,Farmer,Sub-urban,High,Visual impairment (Blind),66531,Weekly
56,Bengaluru,Male,549275,Secondary education,Doctor,Sub-urban,High,Speech impairment,73504,Daily
24,Hyderabad,Male,825544,Undergraduate degree,Artist,Rural,Low,Visual impairment (Blind),27807,Daily
71,Chennai,Female,1489516,No formal education,Farmer,Sub-urban,High,Hearing impairment,20085,Weekly
28,Indore,Male,1139485,No formal education,Artist,Sub-urban,Low,Mobility impairment,25254,Weekly
64,Bengaluru,Non-binary,1570965,No formal education,Artist,Urban,Low,Visual impairment (Blind),60691,Weekly
35,Visakhapatnam,Male,1023345,No formal education,Student,Urban,Medium,Visual impairment (Blind),70480,Monthly
18,Kolkata,Female,296858,Primary education,Student,Urban,Low,Cognitive impairment,95546,Monthly
52,Surat,Non-binary,321135,Undergraduate degree,Engineer,Sub-urban,Medium,Mobility impairment,87558,Weekly
79,Pimpri-Chinchwad,Female,648033,Primary education,Doctor,Urban,Medium,Speech impairment,79423,Daily
19,Delhi,Female,703962,Secondary education,Doctor,Urban,High,Speech impairment,82213,Daily
24,Chennai,Female,1559577,No formal education,Farmer,Rural,High,Speech impairment,55662,Weekly
40,Indore,Female,488444,Primary education,Farmer,Sub-urban,High,Speech impairment,16380,Monthly
43,Pimpri-Chinchwad,Male,1319305,Postgraduate degree,Student,Sub-urban,Medium,Speech impairment,84587,Weekly
46,Bengaluru,Male,790303,Secondary education,Unemployed,Urban,High,Speech impairment,82611,Monthly
39,Hyderabad,Non-binary,1649969,No formal education,Engineer,Urban,Medium,Cognitive impairment,48738,Monthly
80,Vadodara,Male,1565106,Secondary education,Teacher,Urban,High,Hearing impairment,56018,Daily
65,Thane,Female,526025,Secondary education,Artist,Sub-urban,Low,Hearing impairment,11377,Daily
35,Visakhapatnam,Female,1931816,Secondary education,Engineer,Urban,Low,Hearing impairment,82922,Monthly
44,Lucknow,Non-binary,1941467,Primary education,Technician,Rural,Medium,Mobility impairment,16178,Monthly
77,Surat,Male,586138,Undergraduate degree,Farmer,Rural,Medium,Mobility impairment,42866,Monthly
19,Nagpur,Male,1218117,Secondary education,Artist,Sub-urban,High,Visual impairment (Blind),62926,Weekly
26,Lucknow,Male,1469202,Undergraduate degree,Teacher,Rural,Low,Cognitive impairment,30191,Daily
63,Jaipur,Female,350151,Primary education,Unemployed,Rural,High,Cognitive impairment,53281,Monthly
19,Chennai,Male,1731199,Primary education,Engineer,Rural,Low,Hearing impairment,90118,Weekly
61,Bengaluru,Female,1267140,No formal education,Engineer,Rural,High,Hearing impairment,18056,Daily
36,Surat,Female,684195,Undergraduate degree,Artist,Rural,Low,Cognitive impairment,91212,Monthly
25,Ahmedabad,Non-binary,226785,Postgraduate degree,Engineer,Rural,High,Cognitive impairment,45974,Weekly
44,Visakhapatnam,Non-binary,524688,Undergraduate degree,Artist,Urban,Low,Visual impairment (Blind),41163,Daily
77,Visakhapatnam,Male,1677931,No formal education,Businessperson,Rural,High,Cognitive impairment,59603,Monthly
76,Nagpur,Male,1174294,Secondary education,Engineer,Urban,Medium,Visual impairment (Blind),30692,Daily
27,Bhopal,Male,1388457,Undergraduate degree,Student,Rural,Low,Speech impairment,12871,Monthly
28,Lucknow,Female,407988,Postgraduate degree,Unemployed,Urban,High,Speech impairment,50055,Weekly
23,Hyderabad,Female,295158,Secondary education,Student,Rural,Medium,Speech impairment,75387,Daily
34,Indore,Male,1198037,No formal education,Artist,Sub-urban,Medium,Visual impairment (Blind),37798,Daily
47,Hyderabad,Non-binary,1753629,Primary education,Student,Urban,High,Cognitive impairment,34770,Weekly
24,Chennai,Female,1771531,Undergraduate degree,Teacher,Sub-urban,Low,Mobility impairment,73262,Weekly
28,Mumbai,Female,1055658,Primary education,Student,Sub-urban,Low,Mobility impairment,49385,Monthly
28,Vadodara,Male,1817083,Postgraduate degree,Teacher,Rural,Low,Mobility impairment,6390,Monthly
62,Nagpur,Female,1680282,Undergraduate degree,Student,Sub-urban,Low,Hearing impairment,42715,Weekly
38,Patna,Male,336641,No formal education,Businessperson,Urban,Medium,Visual impairment (Blind),11414,Daily
23,Kolkata,Male,724242,Primary education,Doctor,Urban,Low,Speech impairment,35462,Weekly
41,Thane,Female,1296325,Postgraduate degree,Teacher,Rural,Medium,Mobility impairment,72812,Monthly
20,Hyderabad,Male,1541144,Secondary education,Artist,Sub-urban,Medium,Speech impairment,85979,Daily
19,Jaipur,Non-binary,557219,Secondary education,Farmer,Sub-urban,Low,Speech impairment,10549,Weekly
39,Bhopal,Female,242268,Secondary education,Businessperson,Urban,High,Hearing impairment,99433,Weekly
56,Hyderabad,Female,664750,Secondary education,Teacher,Urban,High,Cognitive impairment,47671,Daily
73,Thane,Female,201923,Undergraduate degree,Unemployed,Urban,High,Cognitive impairment,73951,Weekly
21,Pune,Female,1976889,Postgraduate degree,Student,Urban,High,Cognitive impairment,12368,Daily
55,Surat,Male,503979,Secondary education,Businessperson,Urban,Medium,Hearing impairment,66171,Monthly
74,Patna,Non-binary,1144518,Secondary education,Teacher,Sub-urban,High,Hearing impairment,84379,Daily
66,Nagpur,Female,510880,Secondary education,Artist,Urban,Low,Hearing impairment,5281,Weekly
54,Mumbai,Male,320459,Undergraduate degree,Teacher,Urban,High,Cognitive impairment,27771,Monthly
43,Surat,Non-binary,1063851,Undergraduate degree,Technician,Urban,Low,Hearing impairment,79981,Daily
77,Indore,Non-binary,1969609,Primary education,Doctor,Urban,High,Visual impairment (Blind),58935,Monthly
45,Ahmedabad,Female,1894975,No formal education,Student,Rural,High,Hearing impairment,81920,Daily
57,Surat,Non-binary,1748762,Secondary education,Engineer,Sub-urban,High,Speech impairment,77871,Weekly
61,Thane,Non-binary,1488356,Primary education,Businessperson,Urban,Medium,Speech impairment,77344,Weekly
19,Pimpri-Chinchwad,Female,300268,Undergraduate degree,Technician,Urban,Medium,Hearing impairment,93263,Monthly
20,Patna,Female,1276669,No formal education,Engineer,Sub-urban,Medium,Speech impairment,93132,Weekly
46,Patna,Non-binary,1214421,No formal education,Artist,Urban,Medium,Hearing impairment,98905,Monthly
23,Nagpur,Non-binary,751620,No formal education,Engineer,Rural,Medium,Speech impairment,13544,Daily
67,Pimpri-Chinchwad,Female,920293,No formal education,Student,Sub-urban,Low,Mobility impairment,76157,Daily
50,Bengaluru,Female,1376163,Primary education,Doctor,Rural,High,Mobility impairment,49967,Monthly
75,Kanpur,Non-binary,1222744,Undergraduate degree,Farmer,Sub-urban,High,Visual impairment (Blind),10165,Monthly
20,Visakhapatnam,Female,280867,Secondary education,Engineer,Urban,Medium,Mobility impairment,69073,Weekly
47,Mumbai,Female,265826,No formal education,Technician,Urban,Medium,Mobility impairment,52647,Daily
22,Pimpri-Chinchwad,Non-binary,385653,No formal education,Businessperson,Urban,Medium,Speech impairment,63708,Weekly
54,Chennai,Non-binary,1670707,Primary education,Technician,Rural,Low,Visual impairment (Blind),54671,Monthly
24,Bhopal,Female,1682305,Secondary education,Businessperson,Urban,Low,Speech impairment,26969,Daily
58,Indore,Female,659101,No formal education,Doctor,Rural,Medium,Visual impairment (Blind),76790,Weekly
40,Mumbai,Female,1578085,Secondary education,Doctor,Sub-urban,High,Cognitive impairment,26059,Weekly
26,Kanpur,Non-binary,1687772,No formal education,Unemployed,Rural,Medium,Cognitive impairment,73350,Daily
23,Pune,Female,744615,Primary education,Student,Urban,Low,Cognitive impairment,98791,Monthly
44,Nagpur,Male,1479638,Postgraduate degree,Unemployed,Urban,Medium,Mobility impairment,85828,Monthly
31,Pune,Male,1381046,Undergraduate degree,Farmer,Urban,Medium,Mobility impairment,58277,Weekly
57,Bengaluru,Male,801689,Undergraduate degree,Farmer,Sub-urban,Medium,Visual impairment (Blind),10573,Daily
23,Bengaluru,Non-binary,929505,Undergraduate degree,Businessperson,Rural,Low,Speech impairment,6824,Monthly
36,Ahmedabad,Female,1912769,Postgraduate degree,Businessperson,Rural,Medium,Visual impairment (Blind),60741,Monthly
64,Thane,Non-binary,1216602,No formal education,Businessperson,Rural,Medium,Speech impairment,28417,Monthly
59,Indore,Male,181493,Primary education,Artist,Sub-urban,Medium,Speech impairment,58758,Daily
38,Kanpur,Male,332938,No formal education,Engineer,Sub-urban,Medium,Cognitive impairment,44370,Weekly
80,Ahmedabad,Male,671814,Primary education,Technician,Urban,Medium,Visual impairment (Blind),5606,Monthly
60,Indore,Male,769826,Primary education,Artist,Sub-urban,Low,Mobility impairment,84807,Weekly
73,Indore,Non-binary,360962,Postgraduate degree,Artist,Urban,Medium,Speech impairment,43952,Monthly
36,Hyderabad,Female,1314262,Undergraduate degree,Businessperson,Rural,Low,Hearing impairment,88466,Daily
32,Jaipur,Non-binary,650271,Undergraduate degree,Doctor,Rural,Medium,Hearing impairment,7955,Monthly
80,Hyderabad,Female,759523,Undergraduate degree,Student,Rural,High,Mobility impairment,24713,Monthly
62,Thane,Male,1046935,Secondary education,Businessperson,Rural,Low,Visual impairment (Blind),96938,Weekly
39,Thane,Male,1886632,Postgraduate degree,Farmer,Sub-urban,Low,Cognitive impairment,12451,Daily
58,Jaipur,Female,1796998,No formal education,Unemployed,Urban,Medium,Cognitive impairment,33573,Daily
25,Patna,Female,1957836,No formal education,Unemployed,Sub-urban,High,Visual impairment (Blind),14388,Monthly
64,Indore,Male,1699671,No formal education,Technician,Rural,Low,Mobility impairment,16154,Daily
79,Hyderabad,Female,1739855,Secondary education,Businessperson,Sub-urban,High,Hearing impairment,77766,Weekly
18,Hyderabad,Male,693884,Primary education,Teacher,Urban,Low,Speech impairment,53715,Daily
43,Visakhapatnam,Male,944108,Undergraduate degree,Engineer,Sub-urban,Medium,Speech impairment,31552,Daily
72,Bengaluru,Non-binary,1553161,Postgraduate degree,Technician,Urban,Medium,Cognitive impairment,29936,Daily
19,Pune,Male,934589,Undergraduate degree,Teacher,Urban,Medium,Mobility impairment,16348,Daily
19,Surat,Non-binary,297806,Postgraduate degree,Businessperson,Sub-urban,Medium,Speech impairment,90343,Weekly
70,Vadodara,Female,758362,Postgraduate degree,Doctor,Sub-urban,Low,Cognitive impairment,35488,Weekly
80,Ahmedabad,Non-binary,483739,Postgraduate degree,Farmer,Rural,High,Visual impairment (Blind),20199,Daily
24,Chennai,Non-binary,899519,Postgraduate degree,Engineer,Urban,High,Hearing impairment,42282,Monthly
27,Indore,Non-binary,297943,Primary education,Unemployed,Rural,Low,Visual impairment (Blind),79828,Weekly
79,Hyderabad,Non-binary,191855,Primary education,Unemployed,Rural,High,Mobility impairment,50383,Monthly
59,Chennai,Non-binary,1239198,Postgraduate degree,Artist,Rural,High,Visual impairment (Blind),70445,Weekly
79,Mumbai,Male,874462,No formal education,Student,Sub-urban,Low,Speech impairment,7362,Weekly
47,Lucknow,Female,1859376,No formal education,Engineer,Rural,High,Visual impairment (Blind),60950,Monthly
73,Vadodara,Male,1921983,Primary education,Businessperson,Rural,Medium,Mobility impairment,85836,Weekly
40,Ahmedabad,Female,480795,Postgraduate degree,Farmer,Urban,Low,Mobility impairment,7501,Monthly
47,Visakhapatnam,Non-binary,827022,Secondary education,Engineer,Sub-urban,Low,Hearing impairment,24104,Weekly
40,Jaipur,Male,1320259,No formal education,Farmer,Urban,Medium,Mobility impairment,40233,Daily
74,Pune,Female,562592,Primary education,Student,Sub-urban,Low,Cognitive impairment,41527,Monthly
22,Thane,Non-binary,1685075,Undergraduate degree,Engineer,Sub-urban,Medium,Hearing impairment,46354,Weekly
56,Surat,Female,1274090,Secondary education,Farmer,Urban,Medium,Hearing impairment,31886,Weekly
78,Surat,Male,352041,Undergraduate degree,Teacher,Sub-urban,Medium,Visual impairment (Blind),71695,Daily
80,Pimpri-Chinchwad,Male,436451,Secondary education,Student,Rural,Medium,Cognitive impairment,69373,Monthly
43,Nagpur,Non-binary,1989442,Postgraduate degree,Technician,Sub-urban,High,Visual impairment (Blind),98469,Weekly
22,Pune,Male,1281864,Undergraduate degree,Technician,Urban,High,Mobility impairment,37877,Daily
65,Thane,Non-binary,1428099,Undergraduate degree,Unemployed,Sub-urban,Medium,Hearing impairment,96353,Weekly
75,Pimpri-Chinchwad,Male,927115,Postgraduate degree,Unemployed,Rural,Medium,Mobility impairment,43138,Weekly
71,Bhopal,Female,545307,Postgraduate degree,Technician,Rural,Low,Cognitive impairment,38671,Monthly
64,Thane,Non-binary,1873385,Primary education,Student,Sub-urban,Medium,Mobility impairment,90695,Daily
56,Jaipur,Non-binary,1794853,Secondary education,Businessperson,Sub-urban,High,Hearing impairment,53895,Monthly
31,Bengaluru,Male,817524,Undergraduate degree,Technician,Rural,High,Hearing impairment,72002,Weekly
69,Kolkata,Male,647150,Undergraduate degree,Student,Rural,High,Cognitive impairment,84238,Weekly
